Month Name,Agency,Description,Borough,# of Incidents,Response Times
2020 / 05,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,15044,515.04
2020 / 05,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,3622,493.02
2020 / 05,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,24,730.92
2020 / 05,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,12038,65.94
2020 / 05,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,13016,68.58
2020 / 05,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,9830,73.08
2020 / 05,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,8982,52.64
2020 / 05,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,2258,55.80
2020 / 05,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,10,0.00
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,843,48.40
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,1224,69.93
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,724,57.73
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,751,52.20
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,192,44.79
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,843,49.58
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,1224,26.47
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,724,39.78
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,751,44.47
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,192,48.96
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,843,1.42
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,1224,2.94
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,724,2.21
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,751,2.93
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,192,6.25
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,843,0.59
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,1224,0.65
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,724,0.28
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,751,0.40
2020 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,192,0.00
2020 / 04,FDNY,Average response time to structural fires,Bronx,514,296.49
2020 / 04,FDNY,Average response time to structural fires,Brooklyn,674,250.74
2020 / 04,FDNY,Average response time to structural fires,Manhattan,384,281.24
2020 / 04,FDNY,Average response time to structural fires,Queens,320,300.09
2020 / 04,FDNY,Average response time to structural fires,Staten Island,82,301.66
2020 / 04,FDNY,Average response time to non-structural fires,Bronx,172,407.58
2020 / 04,FDNY,Average response time to non-structural fires,Brooklyn,372,356.15
2020 / 04,FDNY,Average response time to non-structural fires,Manhattan,148,370.59
2020 / 04,FDNY,Average response time to non-structural fires,Queens,244,389.93
2020 / 04,FDNY,Average response time to non-structural fires,Staten Island,66,351.12
2020 / 04,FDNY,Average response time to non-fire emergencies,Bronx,9004,715.89
2020 / 04,FDNY,Average response time to non-fire emergencies,Brooklyn,12128,613.29
2020 / 04,FDNY,Average response time to non-fire emergencies,Manhattan,7352,591.93
2020 / 04,FDNY,Average response time to non-fire emergencies,Queens,9326,694.12
2020 / 04,FDNY,Average response time to non-fire emergencies,Staten Island,1912,564.84
2020 / 04,FDNY,Average response time to non-fire emergencies,Unspecified,22,919.55
2020 / 04,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,2488,644.66
2020 / 04,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,3710,591.19
2020 / 04,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,1770,534.13
2020 / 04,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,3466,653.61
2020 / 04,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,524,550.58
2020 / 04,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,26040,720.95
2020 / 04,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,28300,648.65
2020 / 04,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,17818,610.84
2020 / 04,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,23672,707.66
2020 / 04,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,4362,607.43
2020 / 04,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,10,797.00
2020 / 04,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,47250,828.72
2020 / 04,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,51722,749.30
2020 / 04,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,36954,722.92
2020 / 04,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,41174,778.59
2020 / 04,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,7874,632.82
2020 / 04,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,22,767.09
2020 / 04,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,4610,687.39
2020 / 04,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,6724,596.24
2020 / 04,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,3229,608.38
2020 / 04,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,5758,666.49
2020 / 04,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,980,548.06
2020 / 04,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,4,828.50
2020 / 04,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,27276,699.82
2020 / 04,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,29693,619.16
2020 / 04,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,18794,591.27
2020 / 04,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,24898,670.35
2020 / 04,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,4574,573.78
2020 / 04,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,18,864.40
2020 / 04,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,13866,36.67
2020 / 04,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,16712,44.69
2020 / 04,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,11840,55.69
2020 / 04,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,12740,29.01
2020 / 04,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,2812,42.60
2020 / 04,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,6,33.33
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,686,53.64
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,1046,69.60
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,532,62.41
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,564,52.48
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,148,45.95
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,686,44.90
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,1046,28.49
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,532,34.96
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,564,43.97
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,148,52.70
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,686,1.17
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,1046,1.72
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,532,2.26
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,564,2.13
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,148,1.35
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,686,0.29
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,1046,0.19
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,532,0.38
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,564,1.42
2020 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,148,0.00
2020 / 03,FDNY,Average response time to structural fires,Bronx,598,305.20
2020 / 03,FDNY,Average response time to structural fires,Brooklyn,800,272.78
2020 / 03,FDNY,Average response time to structural fires,Manhattan,550,294.65
2020 / 03,FDNY,Average response time to structural fires,Queens,406,301.84
2020 / 03,FDNY,Average response time to structural fires,Staten Island,102,309.04
2020 / 03,FDNY,Average response time to non-structural fires,Bronx,204,356.32
2020 / 03,FDNY,Average response time to non-structural fires,Brooklyn,402,336.52
2020 / 03,FDNY,Average response time to non-structural fires,Manhattan,250,380.42
2020 / 03,FDNY,Average response time to non-structural fires,Queens,274,356.32
2020 / 03,FDNY,Average response time to non-structural fires,Staten Island,84,395.86
2020 / 03,FDNY,Average response time to non-fire emergencies,Bronx,7494,883.90
2020 / 03,FDNY,Average response time to non-fire emergencies,Brooklyn,10340,608.97
2020 / 03,FDNY,Average response time to non-fire emergencies,Manhattan,7586,625.71
2020 / 03,FDNY,Average response time to non-fire emergencies,Queens,6652,741.16
2020 / 03,FDNY,Average response time to non-fire emergencies,Staten Island,1580,601.33
2020 / 03,FDNY,Average response time to non-fire emergencies,Unspecified,12,797.67
2019 / 12,FDNY,Average response time to structural fires,Manhattan,544,302.76
2020 / 03,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,1270,819.42
2020 / 03,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,1732,636.47
2020 / 03,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,1140,545.28
2020 / 03,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,1508,702.08
2020 / 03,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,298,556.83
2020 / 03,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,1,1018.00
2020 / 03,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,23628,1008.98
2020 / 03,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,27474,737.12
2020 / 03,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,19166,641.87
2020 / 03,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,21934,828.56
2020 / 03,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,4118,596.30
2020 / 03,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,14,797.86
2020 / 03,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,57410,1876.21
2020 / 03,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,65362,1192.35
2020 / 03,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,48722,923.73
2020 / 03,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,51408,1177.57
2020 / 03,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,9322,671.11
2020 / 03,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,50,1060.36
2020 / 03,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2493,872.83
2020 / 03,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,3720,644.31
2020 / 03,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,2322,676.98
2020 / 03,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,3046,694.35
2020 / 03,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,628,564.67
2020 / 03,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,2,678.00
2020 / 03,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,24714,1015.21
2020 / 03,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,28600,724.01
2020 / 03,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,20114,629.71
2020 / 03,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,22742,807.89
2020 / 03,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,4282,573.07
2020 / 03,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,20,715.91
2020 / 03,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,10362,32.11
2020 / 03,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,17088,43.95
2020 / 03,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,12576,55.50
2020 / 03,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,12318,27.63
2020 / 03,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,2544,48.90
2020 / 03,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,4,0.00
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,802,47.88
2020 / 02,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,21388,564.47
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,1202,68.72
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,800,52.75
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,680,45.29
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,186,44.09
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,802,50.62
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,1202,28.62
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,800,44.75
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,680,52.35
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,186,54.84
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,802,1.50
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,1202,2.50
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,800,2.00
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,680,2.35
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,186,0.00
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,802,0.00
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,1202,0.17
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,800,0.50
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,680,0.00
2020 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,186,1.08
2020 / 02,FDNY,Average response time to structural fires,Bronx,572,319.79
2020 / 02,FDNY,Average response time to structural fires,Brooklyn,700,262.42
2020 / 02,FDNY,Average response time to structural fires,Manhattan,498,294.65
2020 / 02,FDNY,Average response time to structural fires,Queens,416,301.99
2020 / 02,FDNY,Average response time to structural fires,Staten Island,86,306.21
2020 / 02,FDNY,Average response time to non-structural fires,Bronx,170,404.22
2020 / 02,FDNY,Average response time to non-structural fires,Brooklyn,336,322.09
2020 / 02,FDNY,Average response time to non-structural fires,Manhattan,234,373.52
2020 / 02,FDNY,Average response time to non-structural fires,Queens,244,353.46
2020 / 02,FDNY,Average response time to non-structural fires,Staten Island,46,381.96
2020 / 02,FDNY,Average response time to non-fire emergencies,Bronx,9666,568.59
2020 / 02,FDNY,Average response time to non-fire emergencies,Brooklyn,14324,470.67
2020 / 02,FDNY,Average response time to non-fire emergencies,Manhattan,10906,536.32
2020 / 02,FDNY,Average response time to non-fire emergencies,Queens,9596,537.90
2020 / 02,FDNY,Average response time to non-fire emergencies,Staten Island,2326,484.51
2020 / 02,FDNY,Average response time to non-fire emergencies,Unspecified,4,608.00
2020 / 02,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,746,507.73
2020 / 02,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,1020,467.48
2020 / 02,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,802,482.50
2020 / 02,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,950,501.03
2020 / 02,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,212,481.39
2020 / 02,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,1,564.00
2020 / 02,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,17520,604.50
2020 / 02,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,18664,581.75
2020 / 02,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,15102,605.55
2020 / 02,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,3554,559.53
2020 / 02,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,8,1142.00
2020 / 02,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,45570,751.23
2020 / 02,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,52040,676.49
2020 / 02,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,44662,791.98
2020 / 02,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,35938,670.13
2020 / 02,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,7920,628.76
2020 / 02,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,44,1226.59
2020 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,4044,540.00
2020 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,6515,444.00
2020 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,4450,524.72
2020 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,4961,478.36
2020 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,1068,457.81
2020 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,2,459.50
2020 / 02,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,19254,571.90
2020 / 02,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,23268,504.55
2020 / 02,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,20562,554.58
2020 / 02,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,16532,543.80
2020 / 02,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,3812,497.06
2020 / 02,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,12,951.83
2020 / 02,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,7182,51.71
2020 / 02,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,13716,55.83
2020 / 02,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,12372,60.35
2020 / 02,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,9144,40.57
2020 / 02,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,2230,54.08
2020 / 02,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,4,0.00
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,742,43.40
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,1036,69.31
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,732,49.45
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,660,46.67
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,132,36.36
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,742,53.37
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,1036,29.73
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,732,48.36
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,660,52.73
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,132,60.61
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,742,2.96
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,1036,0.97
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,732,1.91
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,660,0.61
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,132,3.03
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,742,0.27
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,1036,0.00
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,732,0.55
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,660,0.00
2020 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,132,0.00
2020 / 01,FDNY,Average response time to structural fires,Bronx,650,304.06
2020 / 01,FDNY,Average response time to structural fires,Brooklyn,740,302.22
2020 / 01,FDNY,Average response time to structural fires,Manhattan,534,295.84
2020 / 01,FDNY,Average response time to structural fires,Queens,458,309.63
2020 / 01,FDNY,Average response time to structural fires,Staten Island,122,313.31
2020 / 01,FDNY,Average response time to non-structural fires,Bronx,200,538.06
2020 / 01,FDNY,Average response time to non-structural fires,Brooklyn,624,336.77
2020 / 01,FDNY,Average response time to non-structural fires,Manhattan,358,375.21
2020 / 01,FDNY,Average response time to non-structural fires,Queens,356,399.86
2020 / 01,FDNY,Average response time to non-structural fires,Staten Island,46,377.83
2020 / 01,FDNY,Average response time to non-fire emergencies,Bronx,11152,630.93
2020 / 01,FDNY,Average response time to non-fire emergencies,Brooklyn,15472,523.86
2020 / 01,FDNY,Average response time to non-fire emergencies,Manhattan,11976,533.80
2020 / 01,FDNY,Average response time to non-fire emergencies,Queens,10556,535.51
2020 / 01,FDNY,Average response time to non-fire emergencies,Staten Island,2464,476.85
2020 / 01,FDNY,Average response time to non-fire emergencies,Unspecified,4,840.00
2020 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,982,555.60
2020 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,1234,482.22
2020 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,986,484.69
2020 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,1060,518.04
2020 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,252,468.47
2020 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,20288,670.59
2020 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,23986,576.92
2020 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,20510,604.66
2020 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,17444,599.59
2020 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,3960,547.99
2020 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,10,1001.80
2020 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,50248,990.95
